"类型","业务ID","名称","定义","输出库表","匹配当前IO表名","筛选范围","证据边界"
"indicator","ind2026041511127069","分公司&营业部&员工&客户_NPS满意度问卷评分_推荐人_当月_无备注信息","客户维度：客户在企微、网厅渠道填写业务推荐人并完成业务办理满意度回访问卷，计算该客户名下的问卷的平均满意度评分，计算时将分值转换为100分制
员工维度：客户在企微、网厅渠道填写该员工为业务推荐人并完成业务办理满意度回访问卷，计算名下所有问卷的平均满意度评分，计算时将分值转换为100分制
营业部：营业部下所有客户在企微、网厅渠道填写业务推荐人并完成业务办理满意度回访问卷，计算该部门所有问卷的平均满意度评分，计算时将分值转换为100分制
分公司：分公司下所有客户在企微、网厅渠道填写业务推荐人并完成业务办理满意度回访问卷，计算该部门所有问卷的平均满意度评分，计算时将分值转换为100分制
PS:
1.按照首次办理成功计算，若后续取消再办理则不计入考核。
2.包含场景：可转债交易权限开通、新三板、沪港通、深港通、北交所、创业板、主板交易权限设置、科创板、科创成长层、风险警示股票、T0权限开通、跨境理财通向南通、养老金开户、休眠激活;私募合格投资者认证、风险测评、专业投资者资格认定、理财产品电子合同签署、OTC账户开通等；","dm_index_n.index_grp1_npssatiqstnnscor_refr_mth","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2026041560411754","客户_基金账户开通明细_无限制条件_无计算维度_无备注信息","客户当前已开通的开通基金公司名称及末次开通日期，如易淘金基金公司|2025-12-01，若开通多个基金公司的账户，则用分号拼接。
仅统计正常状态的场外基金账户开通的基金公司和末次开通日期","dm_index_n.index_grp1_fndacctopendet","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024032031048919","客户*营业部&客户*分公司本部_创收_财务折算后&不含交叉销售收入_当年累计_无备注信息","该指标为业务收入经财务折算后的创收指标，包括：净佣金财务折算后收入、保证金息差财务折算后收入、股票质押利息净收入财务折算后、产品实收收入财务折算后、两融利息净收入财务折算后、转融通财务折算后收入、行权融资财务折算后收入。
逻辑为：客户业务收入 * 营业部该项收入折算率。
注1：本指标转融通只包含了有客户号的客户收入；
注2：因指标在不断优化，本指标2024年之前历史数据与以上口径存在差异！！
注3：自2025年起，剔除部分部分券结客户佣金，该部分收入在营业部维度宽表中特殊处理加入！！","dm_index_n.index_grp2_income_fincovtpst_yearaccum","否","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2026030226758313","员工_金融产品创收_资产配置总监&私财客户_当月_零售和机构柜台","汇总求和资产配置总监总监团队下私财员工的当月金融产品。
说明：剔除赎回费、托管费、OTC
每月8号固化上月数据","dm_index_n.index_grp1_emp_finprdincome_astpost_pwm_mth_ricc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023081872295157","客户_最大月交易量_近3年_无计算维度_无备注信息","客户近3年最大月交易量","dm_index_n.index_grp_cust_trade_amt_exch_otc_mon_3y","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023081885047153","客户_最大月交易量_无限制条件_近1年_无备注信息","客户近1年最大月交易量","dm_index_n.index_grp_cust_trade_amt_exch_otc_mon_1y","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024062601642742","客户*机构*员工_标准资产_折算后_当月日均&每日更新过去6个月数据_无备注信息","折算后标准资产 = （客户层级月日均标准资产，在企业客群及某些机构客户普通账户市值累退折算后，所有标准资产进行产品户比例及异地开户比例切分）* 资产考核系数，期权非有效账户按现金折算，近六月无负债且非当年新开信用账户信用账户总资产按1折算，剔除司法冻结客户及其他特定客户，其中客户员工关系为：托管资产和场外衍生品相关资产直接来源于上游数据，其他资产为资产包关系客户员工，详细标签见：https://doc.weixin.qq.com/sheet/e3_AZYAGQY2APA6gcWuDgCQoiEbs5w6R?scode=AH4A_wdgAAYRRDjIF6AUcAugYyAPM&tab=BB08J2
具体口径见：https://doc.weixin.qq.com/sheet/e3_AI4A2gaAAEw1cOe1OwHSZmKHJ0UUW?scode=AH4A_wdgAAYnlsDZcVAUcAugYyAPM&tab=qllz8j","dm_index_n.index_grp3_cust_org_emp_std_ast_aft_covt_mth_apd","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024062615516761","客户*机构*员工_标准资产_折算前_当月日均&每日更新过去6个月数据_无备注信息","折算前标准资产 = 当月月总资产/当月自然日天数，其中客户员工关系为：托管资产和场外衍生品相关资产直接来源于上游数据，其他资产为资产包关系客户员工，详细标签见：https://doc.weixin.qq.com/sheet/e3_AZYAGQY2APA6gcWuDgCQoiEbs5w6R?scode=AH4A_wdgAAYRRDjIF6AUcAugYyAPM&tab=BB08J2
具体口径见：https://doc.weixin.qq.com/sheet/e3_AI4A2gaAAEw1cOe1OwHSZmKHJ0UUW?scode=AH4A_wdgAAYnlsDZcVAUcAugYyAPM&tab=qllz8j","dm_index_n.index_grp3_cust_org_emp_std_ast_bef_covt_mth_apd","是","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2026040338008183","客户_日均产品保有市值_折算系数东莞分公司_当月_无备注信息","产品日均保有规模是指当月10-25日日均保有金额：
1、产品折算逻辑：不含广发资管现金增利（及其后续变更产品）('873001','026088')。
2、 固定收益凭证（”收益宝“1号 都为固定收益凭证）折算倍数为0.8。
3、 大公募、大私募混合类型、权益类型的产品折算倍数为1.2。
4、 骐骥买方投顾类的产品折算倍数为1.5。（总部折算为1）
5、货币基金0.1。（总部折扣0.5）
6、 其他类型产品按产品保有规模正常统计","dm_index_n.index_grp1_adj_prd_ret_amt_avg_mon_dgfgs","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025082811236042","客户*产品*人员_KPI考核指标_金融产品_每日重刷当月数据_无备注信息","客户*产品*人员维度下的每日KPI考核指标值。产品考核收入通过考核系数核算，系数结合产品质量、战略意义等多维度制定，不涉及系数的产品按实际收入核算考核收入，考核保有包含公募、私募、资管、OTC（不含保本固定产品）的保有额。
指标包含：（2025年考核口径）
tag074449214 --产品保有
tag074449215 --固货保有
tag074449216 --买方投顾保有。
指标包含：（2026年考核口径）
tag074451848--产品保有
tag074451850--资管保有
tag074452007--买方投顾保有。
重刷周期：每天重刷当月数据。","dm_index_n.index_grp3_cust_prd_emp_kpiexamindx_finprd_edaywght_all","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023102480832308","员工_销售金额_认领关系为主&不含基金投顾&剔除货币基金及现金增利及90天内固收产品_当月_零售柜台和机构柜台","每个交易日统计当月某员工名下符合以下条件的产品销售金额：
1. 员工与客户的关系为先取认领关系（状态为审核通过），其次取普通开发关系，最后取服务关系
2. 金融产品包括公募，私募，资管，OTC，不含基金投顾
3. 剔除货币基金、现金增利和90天以内固收产品","dm_index_n.grp1_emp_main_clm_del_spec_prd_sale_amt_mth","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025052820196764","客户主体_合约规模_场外衍生品_当日_无备注信息","场外衍生品交易对手方主体当日有效合约动态名义本金。","dm_index_n.index_grp1_cutpenty_compscal_otcderi_tdy","是","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025040810099260","客户_交易次数_场内和场外_当日_零售和机构柜台","客户当日场内和场外交易次数","dm_index_n.index_grp1_trdtimes_ostandotc_tdy_ricc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025072902158286","广发证券_客户主体数量_场外衍生品_当月_无备注信息","场外衍生品业务当月新增/存续签约客户主体数量。","dm_index_n.index_grp1_company_custentyqty_otcderi_mth","否","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025072899493819","广发证券_客户数量_场外衍生品_当月_无备注信息","场外衍生品业务当月新增/存量签约客户数。","dm_index_n.index_grp1_company_custqty_otcderi_mth","否","名称或表名直接命中专题词","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024011258349619","客户_持仓明细_金融产品_当日_无备注信息","本指标包含以下用来区分保有额的标签：
1. 场内场外
2. 公募私募资管OTC
3. 场外公募产品
4. 线上线下
5. 基金投顾
6.资管（不含现金增利）
7.公募（不含基金投顾）
8.场外公募（不含基金投顾）
9.现金增利
10.资管大集合、资管小集合
11.公募_现金货币类_场内/场外
12.全部金融产品
13.收益凭证（不含专享理财）
14.收益凭证专享理财
15.解决方案
16.结构化衍生品
数据格式：产品代码|产品名称|持仓市值","dm_index_n.index_grp1_hld_posdet_finprd_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
