"任务ID","任务名","类别","图覆盖状态","覆盖解释","读取观察数","写入观察数","SQL词法筛查线索","JOIN词频","UNION词频","GROUP_BY词频","窗口词频","聚合函数词频","CASE词频","SQL槽内容SHA256","代表核对编号"
"54507","risk.d_risk_pressure_test_loss_detail","hive2postgre","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","0","1","2","0","4","0","query:a1d613567e66f1e9152ce6d7118e5caeaff4520ca7167a3304ddbfb7347d1c13;truncate:fea15540a7fd90a7a73fb6693268fb230ba87c488d1c07fdc51328aa6d7f43d7",""
"54824","odata_n_tit.d_v_risk_qis_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:3ea4c0123d07135bf91d4261e78c11f46b4b0c4eebf248146989f998e6423d96",""
"56060","odata_n_tit.d_v_wm_cashflow_report_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:d19ea7727270330fd46d802fae6e416e532b999153c3f203bb3461a38256de48",""
"57572","PDATA_N.T01_PTY_STATI_INFO_H_RCC004","hiveTask-2.0","PROJECTED","DATA_LINEAGE","15","2","多来源或计算线索","0","4","0","0","0","0","query:806b30e2d3b8ca5b08825cf9e86ae347413097fd68ee917d0203c7168a8a9efa",""
"57574","PDATA_N.T01_PTY_IMP_LKMAN_RCC004","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:a1359ebbf99c2744346b15191f9e2c42ad0992143bcb0c42f011b7e9f20afca1",""
"58520","odata_n_tit.d_v_risk_otc_margin_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:b0bee335001b724187472cc07ece961204a894553ba170c66321cf69688c9c9b",""
"59166","odata_n_uip.w_codeandsname_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:84a5de615ecb207a11ff3138bb45736d06b9260cba96d0924cf4cb15c5e1302c",""
"59199","odata_n_tit.d_v_fin_capital_change_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:afae20a36df3ef844f226df6ba8a8376d66fba73a42f340fd11062eeb8cc4921",""
"59200","odata_n_tit.d_v_fin_option_info_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:c9912708fa601c7bc44ee66bff36b19a7c644273c1e45de90419befafed42f66",""
"59201","odata_n_tit.d_v_fin_option_trade_record_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:1e83c3fff0e2121e21df03ddb8eecf270fdd53257ee4341df5ed6651b2e8e905",""
"59281","odata_n_icc.u_optcode_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:3e839af781e78f293ffa7969ad3915e4c195881f5a6fbea916411456a9cac2f2",""
"59339","gfval.src_otc_fin_capital_change","hive2oracle","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:743f75274010d9164dae8770b61aa82c6d267c1952209ad1b53e1574f5072788;truncate:f9749275fbbda742d6ff3c0e15d009275eeabf0fb315bacc18a2c2733a48165f",""
"59340","gfval.src_otc_fin_option_info","hive2oracle","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:1afd2391ec063819f8f1dcc90fea7d45eea9f99d95645fc21ee7347a80f7c5da;truncate:c41dd3ec0217e1eda7690cce5ce7f978876f92fca8d7a45c755e58e5ceee2782",""
"59341","gfval.src_otc_fin_option_trade_rec","hive2oracle","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:2f37d1c7e052da0d822db2cd2f73ae380c9f3c085165f67f1bcc6e8835069733;truncate:3541d25601b554560ee8ffb9407632bdc7e74c0851bcfc8b13d6f391b0407f1c",""
"59399","odata_n_icc.u_stkcode_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:0bd2be7dcfe38c7d767a6b42a5e1a43f4972aa65b72add99fa75a04fc961fc54",""
"59400","odata_n_icc.p_prodcode_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:cb97b4f5e82327421becc5487dbe966746bf685097844ff320de32aa660082cf",""
"59412","odata_n_uip.w_tb_object_1120_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:18729d5e185fd83a07a1ed07b63bce8b76ab297c33aee9dfc16d02ec1783647d",""
"59413","odata_n_rcc.h_his_assurecode_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:f52c88091742eface5c5db190098351c94fb837d19c4970dd3fdc10dede641dc",""
"59416","odata_n_uip.w_windcustomcode_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:3592264bc60aef43866135fbc7695d370c0c87bbf4093897f3541747c9d0c632",""
"59425","odata_n_uip.w_compintroduction_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:342c302e889d5fbd3b762c29f968a18c5e163caa11b2c71d02f16cfc68ff53e5",""
"59427","odata_n_rcc.h_his_deliver_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:825c14bb56f0f1dd5a9b018a13efd4475f822cbecfb16f61f4b5543e524485d9",""
"59428","odata_n_rcc.h_his_price_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:4de4e91d227671071637ff628f20b61627a8a1fe19e17517772f80f7e6f6761b",""
"59433","odata_n_rcc.a_stock_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:625f4fff9fd4e82e585cb60a3cd18f74fbd64ac73ce69e0ea1115038d003929a",""
"59435","odata_n_icc.a_stock_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:625f4fff9fd4e82e585cb60a3cd18f74fbd64ac73ce69e0ea1115038d003929a",""
"59440","pdata_news_n.t02_exch_quot_h_RCC_grp01","hiveTask","PROJECTED","DATA_LINEAGE","5","4","多来源或计算线索","5","0","0","0","0","2","query:f9cee64cade99b5767e7b7f2ab2ad84735e749bd87bfc01c9603fe27da291e83",""
"59441","pdata_news_n.t02_exch_quot_h_RCC_grp02","hiveTask","PROJECTED","DATA_LINEAGE","5","2","多来源或计算线索","8","0","0","1","0","2","query:e4481541841af47b956941d7bf72435cc5b1ad32823cbe96255cbfa017d2e364",""
"59444","pdata_news_n.t02_scr_base_info_pre_RCC08","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","2","0","1","0","0","0","query:4def25d38f62a4526866f1454049b0a8929338e6da66fd5a30b364a295db6bc1",""
"59445","pdata_news_n.t02_scr_base_info_pre_RCC07","hiveTask","PROJECTED","DATA_LINEAGE","0","1","多来源或计算线索","2","0","1","0","0","0","query:d3cee2bb8bdd524f932f54e9a97c6b78a0551236819b180561617fa2558cb863",""
"59446","pdata_news_n.t02_scr_base_info_ICC","hiveTask","PROJECTED","DATA_LINEAGE","12","1","多来源或计算线索","10","5","0","3","0","5","query:37eb8a7f7c77b42ef7f1563ff907cbfc74e46ab8466ecd203d69a1508ea18ad5",""
"59447","pdata_news_n.t02_scr_base_info_pre_ICC07","hiveTask","PROJECTED","DATA_LINEAGE","0","1","多来源或计算线索","2","0","1","0","0","0","query:e18533fc125039537e5a38c962ab4c70fcd92044922e929c3a45db1a56d44bd1",""
"59448","pdata_news_n.t02_scr_base_info_pre_RCC06","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","2","0","1","0","0","0","query:ea46f832a05a96b2e1e56f623aad8ea5557078db086d73ec47c1a8b84ac657e7",""
"59449","pdata_news_n.t02_scr_base_info_pre_ICC08","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","2","0","1","0","0","0","query:ac7a487b2113e8d5d764ab69dc8a56b1212e86e9676ca874df54bb6ce73b5d9b",""
"59450","odata_n_icc.h_his_stockjour_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:8520ee34a0333ba2723fcbc23249fa5490637875442affb05da0c8d456e1da0b",""
"59453","odata_n_rcc.u_optcode_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:3e839af781e78f293ffa7969ad3915e4c195881f5a6fbea916411456a9cac2f2",""
"59454","pdata_news_n.t02_scr_base_info_pre_ICC06","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","2","0","1","0","0","0","query:0305a961b6c305b80ecf214b1a887c5d3d6dc2593b22437ed944e679eb0d9874",""
"59457","pdata_news_n.t02_exch_quot_h_ICC","hiveTask","PROJECTED","DATA_LINEAGE","4","2","多来源或计算线索","2","0","0","0","0","1","query:edc19f448ce566d9fa74d471c46d3eaa1bbcd056d5af467809c7da810e51efc2",""
"59459","odata_n_uip.w_tb_object_1090_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:74a5186392bc89e07681f68bf6be731992aa892ad037aa74857ea80484142b7e",""
"59462","odata_n_oao.c_applies_i","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","1","1","0","0","0","0","query:9655506ef3245334a9169e2602aedfe41b724eb0c7d0b27e36db74f2225c1fb5",""
"59463","odata_n_rcc.p_prodcode_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:e62d73e57aa19335d97f8cba2b78444c980abf1c08f20e5bfb8d2c7ba0d33615",""
"59464","odata_n_rcc.p_derivprodcode_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:284b96b82d2336339376833aeeb13ee73dfaa2cf0a9a2f1d5ea923d9d9e6299d",""
"59465","odata_n_rcc.u_stkcode_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:0bd2be7dcfe38c7d767a6b42a5e1a43f4972aa65b72add99fa75a04fc961fc54",""
"59468","odata_n_rcc.h_his_optprice_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:c68325a4b94b396d6afb1054e9142a76bd842a01cec7a1863650e685f1ebbc05",""
"59471","pdata_news_n.t02_co_base_info_WD","hiveTask","PROJECTED","DATA_LINEAGE","9","1","多来源或计算线索","9","0","0","0","0","4","query:29fb9280a77f9a4c1acbeefd18e1338db0f4c49fd443fd8627fb2e26aff2d6c3",""
"59482","odata_n_icc.h_his_price_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:822432f432133a2942dcc8308ef7bac7aaa72b8be94840d2735b02e4199d9ef9",""
"59483","odata_n_icc.h_his_optprice_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:3a2217b31db13c584cf736bb73eeaaf95441aba89da4dbf475e4034999f82331",""
"59485","pdata_news_n.t02_scr_base_info_RCC","hiveTask","PROJECTED","DATA_LINEAGE","14","1","多来源或计算线索","12","5","0","3","0","5","query:80c1adf04338c3f598158a77bdda91b1a66700904ecf524aa279f12edea2a40b",""
"59486","odata_n_rcc.h_his_stockjour_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:8520ee34a0333ba2723fcbc23249fa5490637875442affb05da0c8d456e1da0b",""
"59488","odata_n_uip.w_asharetypecode_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:24ee867dc175c01901852e1079dcb45772f29bf3be95b1dea9577397050645d5",""
"59489","odata_n_oao.c_tsys_order_i","hiveTask","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:1d78c8106d3246a105cbd3d4232b7eaa6a4b255448450ac0c2648fa9bc65ce7a",""
"59490","odata_n_icc.h_his_deliver_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:77b55e579b864f445fd33a3b856b8a297c63af9a4971c6e1fd41a36418c0a8fe",""
"59493","pdata_news_n.t02_scr_base_info_WD","hiveTask","PROJECTED","DATA_LINEAGE","13","1","多来源或计算线索","13","2","2","2","4","4","query:afd5888841740b8c5d608c487ebf3013d73c5d0a781be513d7a75f5eef297a13",""
"60318","odata_n_rcc.a_stockholder_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:e4b9f20ac5259a6cb05a042f447b61bf14471589a4b4400b9cbc5e6f3297fafc",""
"60324","odata_n_rcc.a_fundaccount_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:29263100259b93d85eee58db6fe39cd28aafca44735436ab5bb92017b78440be",""
"60325","odata_n_lps.c_vw_hagf_xl_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:87f3d9d58fbe0976740900261ca3e467dc92a1f62bb403ac5a98c492b28ba269",""
"60327","odata_n_lps.p_sys_settle_dept_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:0e6978c79def9156f765564d8b1dd513b20f7a6491e579ba2b1324298c81b544",""
"60328","odata_n_erp.a_gf_organization_units_v_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:19728e5f00b8be6d739f6d951e18ab9f53703dc09dccda4831babafb741e57f3",""
"60338","odata_n_rcc.u_businflag_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:337343e867cc6fd6cd6e4b19bd7957ef9d550e7aa0af2b48c400f465119e37d4",""
"60339","odata_n_crm.c_tyybxx_f","postgre2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:92c17d0d7b44f7788d0820c65493b586eeae78c7eebe345ec6598d4c9e0a1177",""
"60346","odata_n_rcc.h_his_secumdeliver_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:42b8e8ed3af9431a64b666936f620301a1c6e6ce3bd539a15d9036f549a922b2",""
"60349","odata_n_rcc.h_his_derivdeliver_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:c7dcf2bf85f94400f7630ffc3560376a511927f8157ddcdf0a486914eefe6109",""
"60351","odata_n_rcc.a_organprodinfo_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:dd42763231a68adb6ee05867058fc8efd63ff65f85eb6801b77e7599a7dd103d",""
"60352","odata_n_lps.p_sys_cust_dept_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:177e23ad05ffe2a9a395abceb020e32cc363425893a255bb2cfa89eb68fe8352",""
"60357","odata_n_prd.p_prod_manual_label_rel_view_f","postgre2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:3b2cee87d4a12e571321d31ac16a416e9341270063482a05c25c1f3d0468e2fa",""
"60360","odata_n_icc.h_his_compact_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:0ef3f4701e85af2defcdf822ad1a1084c2af505e5c39a5ce61f53021c8ba12b4",""
"60367","odata_n_ta5.d_ta_tnetvalueday_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:2ffca35daa7aa99c39064c545a9b59dd167bc6165f0eb6cf6b5455c08c2d0e49",""
"60374","odata_n_icc.h_his_secumdeliver_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:08e225a4628b0b6ef624ba1b17f0b748b73b90fab6ef278a01af3a8695795f0d",""
"60380","odata_n_ta5.d_ta_taccoinfo_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:1d65e9c4e68c639e04e1ab4f82782856b0a57afad2ea0e63b134a30272575395",""
"60382","odata_n_ois.o_otc_incomecertificate_f","mysql2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:078ef399b11d0119c236276cdc6fe520ea4d1162e4bb0f6b0221a070a2e1c346",""
"60384","odata_n_rcc.h_his_compact_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:bd32502bab20d092cb4fb5cfb4ebfb6aee04b75be143349836895bfe67361804",""
"60393","odata_n_rcc.a_secumshare_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:a40fcbdc4f8d72c403d192664c97a1ef13cc4d001e28eb87d9f4babd1fe5843c",""
"60395","odata_n_icc.o_optfundaccount_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:00373e1c932efc1ccd0d6a561e82d2f2cbbe777b26368b27b416b1860181f1a8",""
"60396","odata_n_rcc.a_prodadvshare_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:95cef817f13821c276d8b8c5efe979e0b8f56083da6d533730b5a8c813c3cb10",""
"60397","odata_n_rcc.a_clientprefer_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:5bbe11ce2e5083fa65c664482e3871da61e2446aea798c7e2db9f60f990fbca6",""
"60399","odata_n_prd.p_basicproduct_f","postgre2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:a03aa2b6c90fdd26c390b0e108ce69432caef60de5bdd957541a8f648515f371",""
"60404","odata_n_rcc.h_his_secumentrust_s_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:8219214c3de5a29a337531acc8904b503c9b87d4b8152c9a4bf4d818f1317dc7",""
"60405","odata_n_crm.c_txscpkfgx_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:a645c9d5ab4da1213e5aff853bb1eab33811cfec7fcdbbece903b39c083cc13b",""
"60413","odata_n_rcc.h_his_compactjour_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:ab63456a61b4aac9561e7bcb3a64599ff7723713f6af0f3066b8e89c10efda46",""
"60425","odata_n_crm.c_trzrq_zrt_kfgx_new_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:3d6f8aef1fc65713b4f11c1f6fdc05d7b40b8b739bb1a85b623358816805900b",""
"60426","odata_n_rcc.a_organinfo_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:541cc99536ac2c229d1ad0fe2a22f954c3b0ed49cdee2c4d0060127bbb90125d",""
"60427","odata_n_rcc.u_sysdictionary_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:dfc80e96dbc08436b959012d1440c61a27167f9c0323b9f2a8f93c70ce4b060e",""
"60428","odata_n_rcc.t_optfundaccount_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:e83db831c55685f056e033bae62dd53dd22a4060a4390f5d144aa8ad080ee82f",""
"60437","odata_n_icc.a_secumshare_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:a40fcbdc4f8d72c403d192664c97a1ef13cc4d001e28eb87d9f4babd1fe5843c",""
"60440","odata_n_ecr.s_v_crm_acc_credentials_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:8c576ce89237e420e3dec0109d6dee76bffe328775556e0b24d585cb1c6e0d16",""
"60441","odata_n_ecr.s_v_crm_acc_industry_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:22864d27106478467a5d69cc0ac0883e5f223f3274ca3ed5c113fcd20b22af9c",""
"60444","odata_n_crm.c_tryxx_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:07260127b33fc500140d81480a78e353379c268255e14f3819148cc0588ef437",""
"60447","odata_n_crm.c_tfwgx_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:3b12fd1f86226768c1322b7ce7629dc75df2ed8b4281f9ac3887b6f02d1945cf",""
"60448","odata_n_rcc.h_his_deriventrust_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:2e06e881e0bbb04df502a26f70ddfee8fae9b378e3938e1d90bc5c153371b175",""
"60449","odata_n_ecr.s_v_crm_account_info_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:aea9451af97a1fa10f2d0252e9fc9ddcb3718e85fde2fa7ef0b28a8a869a1865",""
"60450","odata_n_ois.o_otc_derivative_counterparty_f","mysql2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:c8bc0af856e268722be857ecda3f868ce0e6f5e726149a0a98f16421d2ec8dd2",""
"60451","odata_n_ecr.s_v_crm_acc_addr_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:a48c404b5bdc8b36c4fc218b422a84f7987ffda23608fe7c049ceb9abeb9687c",""
"60452","odata_n_gpb.gsh_sys_org_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:1ef4c436a2dec24f7a145d7a729c2fa2fbc1d0f42801d886cb95178d9308a9fe",""
"60455","odata_n_rms.n_crm_customer_f","postgre2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:a0cb3364378e94769c5ec1412e899d029d24ca5069db54fd6cc5203152236e83",""
"60456","odata_n_hpb.t_torganizationinfo_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:53bbca65a7f0c804b322794ec8589d307ed7f5183813d67de93ff289904ffc3c",""
"60461","odata_n_icc.h_his_compactjour_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:472ef14cca9d4eba23d778ec602a52df5af1bbba781da7e4d78a8e713108557e",""
